"nTreatment","effect1","effect2","effect3","effect4","effect5","effectType","adherence1","adherence2","adherence3","adherence4","adherence5","burninSampleSize","interimSampleSize","supThreshold","futThreshold","maxSampleSize","power1","power2","power3","power4","typeIerror1","typeIerror2","typeIerror3","typeIerror4","ESS","minSS","firstQuartileSS","medianSS","thirdQuartileSS","maxSS","ESavedSS"
"3","0.2","0.4","0.9",NA,NA,"absolute","1","1","1",NA,NA,"100","100",NA,"0.01","500","0.56","0.4",NA,NA,"0.1",NA,NA,NA,"273","100","200","300","400","500","227"
